feed_id	sid	ctime
640332900468224	1611376214.0	2019-11-27 16:20:25.595
642848503023104	1989128286.0	2019-11-29 10:59:22.698
638756399618048	63744360.0	2019-11-26 13:36:37.611
642043277393920	1721823007.0	2019-11-28 21:20:15.842
638676242718208	332581953.0	2019-11-26 12:15:08.833
637342287683072	180019546.0	2019-11-25 13:38:08.434
640352056443392	897516357.0	2019-11-27 16:39:52.424
642859121411584	300015154.0	2019-11-29 11:10:09.386
638677461016064	403449163.0	2019-11-26 12:16:25.675
641617456890880	1974036050.0	2019-11-28 14:07:13.298
641528135910400	621015002.0	2019-11-28 12:36:16.827
640347034533888	1869930151.0	2019-11-27 16:34:44.499
639037001014784	960084764.0	2019-11-26 18:22:15.080
640211207602688	286953471.0	2019-11-27 14:16:36.802
642747909128704	26026247.0	2019-11-29 09:17:00.506
637390146378752	160599028.0	2019-11-25 14:26:50.321
643111577994240	95300408.0	2019-11-29 15:26:59.390
642925108347904	319206680.0	2019-11-29 12:17:15.932
638837600935424	966061188.0	2019-11-26 14:59:16.987
643469577537024	1945922807.0	2019-11-29 21:31:21.174
643148296275456	1354679679.0	2019-11-29 16:04:18.501
637273705044992	759252794.0	2019-11-25 12:28:26.552
638974070987264	903999493.0	2019-11-26 17:18:09.421
641400609932288	1756876140.0	2019-11-28 10:26:30.095
643502213988864	191401161.0	2019-11-29 22:04:22.201
643485688628224	573230562.0	2019-11-29 21:47:34.363
642898582767104	803298415.0	2019-11-29 11:50:21.589
637997360601088	2030278073.0	2019-11-26 00:44:33.389
641997345834496	916856557.0	2019-11-28 20:33:33.620
639913594411008	1651645552.0	2019-11-27 09:13:52.122
638622509095424	52863074.0	2019-11-26 11:20:28.171
642877163586048	1366071538.0	2019-11-29 11:28:31.386
643023739126784	1965740770.0	2019-11-29 13:57:37.693
641394271436800	215656403.0	2019-11-28 10:20:00.620
637192162891776	61849263.0	2019-11-25 11:05:26.417
637342813837824	1615509371.0	2019-11-25 13:38:40.222
642739995149824	1896098845.0	2019-11-29 09:08:58.675
638680355805696	108715980.0	2019-11-26 12:19:26.373
642285885883904	758760564.0	2019-11-29 01:27:15.180
642643935314432	157630067.0	2019-11-29 07:32:15.450
640391369393152	57577032.0	2019-11-27 17:19:54.652
640473565283328	895524224.0	2019-11-27 18:43:25.443
638857471678464	530239996.0	2019-11-26 15:19:33.945
643305813164032	953377094.0	2019-11-29 18:44:33.277
642820738531840	1095254604.0	2019-11-29 10:31:18.412
639118787828736	1629509827.0	2019-11-26 19:45:22.132
642736952017408	2031952420.0	2019-11-29 09:06:45.817
641336315200000	1897197560.0	2019-11-28 09:21:08.566
642123197005824	1980425160.0	2019-11-28 22:41:37.918
637132509060608	514308410.0	2019-11-25 10:04:47.831
637352913230848	918172290.0	2019-11-25 13:48:56.345
643335386596352	559597744.0	2019-11-29 19:14:38.256
639954302523392	92922096.0	2019-11-27 09:55:11.641
640634096993792	62662083.0	2019-11-27 21:27:06.690
637683027368448	1603758403.0	2019-11-25 19:24:44.707
642279018710528	1332079873.0	2019-11-29 01:20:10.482
641600497975296	2038045053.0	2019-11-28 13:50:12.689
642118858933760	941271025.0	2019-11-28 22:37:08.773
642827097163264	115499485.0	2019-11-29 10:37:37.663
637270857571328	216932968.0	2019-11-25 12:25:44.766
638860054191104	826718857.0	2019-11-26 15:22:10.394
637076114693120	44972515.0	2019-11-25 09:07:28.903
637724220808192	299081983.0	2019-11-25 20:06:40.510
642859305780736	102647779.0	2019-11-29 11:10:35.448
639457224333312	1938212267.0	2019-11-27 01:29:32.413
641926575178240	1979839998.0	2019-11-28 19:21:31.620
642421887435264	199250605.0	2019-11-29 03:45:28.344
640613175673856	564783211.0	2019-11-27 21:05:26.753
638957454695936	21795261.0	2019-11-26 17:01:10.979
638825732528128	327771195.0	2019-11-26 14:47:10.044
641689090622464	1083076858.0	2019-11-28 15:20:07.743
643028625474560	1245417052.0	2019-11-29 14:02:46.876
637702991781376	1379279985.0	2019-11-25 19:45:10.968
643257876463616	1559800283.0	2019-11-29 17:55:46.542
640376284561408	97078222.0	2019-11-27 17:04:27.602
637696554998272	232004737.0	2019-11-25 19:38:36.889
640207996747776	761512888.0	2019-11-27 14:13:18.620
641886243866112	2038776034.0	2019-11-28 18:40:30.215
641445933302784	126795023.0	2019-11-28 11:12:40.154
637178069358592	1560658966.0	2019-11-25 10:51:45.001
643292842984960	978308730.0	2019-11-29 18:37:01.319
637194862581760	514813256.0	2019-11-25 11:08:22.654
641691167310848	1358601482.0	2019-11-28 15:22:01.669
639120095434752	1553837362.0	2019-11-26 19:46:43.339
637951856761344	1805833934.0	2019-11-25 23:58:13.997
638727013850112	274309645.0	2019-11-26 13:06:44.312
637124738210304	42075932.0	2019-11-25 09:56:58.483
641474927609344	1818244713.0	2019-11-28 11:42:03.804
643578967491072	1797752114.0	2019-11-29 23:22:25.896
643353421513216	942818106.0	2019-11-29 19:33:10.416
640671905546752	1242996376.0	2019-11-27 22:05:13.224
637563235703296	720152414.0	2019-11-25 17:22:53.169
637310255865344	1750849761.0	2019-11-25 13:05:34.733
640267380426240	109317516.0	2019-11-27 15:13:49.942
639266217417216	20355493.0	2019-11-26 22:15:16.741
639258091133440	1716790133.0	2019-11-26 22:07:03.288
637182703867904	314085454.0	2019-11-25 10:55:52.266
641821392045056	517626610.0	2019-11-28 17:34:36.908
643542762734592	139352203.0	2019-11-29 22:45:37.296
638969675667456	766419058.0	2019-11-26 17:13:39.283
641575316637184	383398208.0	2019-11-28 13:24:18.957
642787401761280	1612809214.0	2019-11-29 09:57:16.289
640549756519424	657255778.0	2019-11-27 20:00:58.119
639739399510528	320512167.0	2019-11-27 06:16:42.079
637173746686976	1744464052.0	2019-11-25 10:46:40.385
643566238007808	1366106912.0	2019-11-29 23:09:49.047
642826929964032	1305342261.0	2019-11-29 10:37:32.245
640009894133760	299832763.0	2019-11-27 10:51:58.415
639385841326592	57036161.0	2019-11-27 00:16:57.140
642710234874368	57356481.0	2019-11-29 08:38:42.720
640658149294592	1546540181.0	2019-11-27 21:51:11.624
641273036668928	1309139880.0	2019-11-28 08:16:43.422
643442658035200	110731547.0	2019-11-29 21:03:48.273
640244516585984	196500155.0	2019-11-27 14:50:25.093
643106011136512	1596553104.0	2019-11-29 15:36:50.745
642166084076544	2036013458.0	2019-11-28 23:25:09.901
637404586023424	1616745479.0	2019-11-25 14:41:35.500
641538046084608	1655606256.0	2019-11-28 12:46:19.084
642817916044288	34963732.0	2019-11-29 10:28:13.791
639126757857280	2032537271.0	2019-11-26 19:53:40.646
637188613855744	404623371.0	2019-11-25 11:26:24.457
637066724400128	1243574074.0	2019-11-25 08:57:50.403
642753131119616	1529053738.0	2019-11-29 09:23:05.248
639537850554880	1396514610.0	2019-11-27 02:51:36.979
638957941185024	655041025.0	2019-11-26 17:01:45.057
636547479328768	1643764248.0	2019-11-25 00:09:40.975
640282632962048	2011086378.0	2019-11-27 15:29:12.968
641035451254272	1291527873.0	2019-11-28 04:15:01.102
639969375655936	79115893.0	2019-11-27 10:10:32.153
638411505540096	1035563121.0	2019-11-26 07:45:50.549
637200597473792	1434223089.0	2019-11-25 11:14:00.691
638987219294720	319297236.0	2019-11-26 17:31:30.486
638737088093696	2005527823.0	2019-11-26 13:17:39.460
638118036266496	2017696277.0	2019-11-26 02:47:17.706
640274332074496	143483163.0	2019-11-27 15:20:46.950
640215302242304	97251014.0	2019-11-27 14:20:45.215
637140647188480	1190205866.0	2019-11-25 10:13:28.009
642669968164352	41102633.0	2019-11-29 07:57:44.720
639087345702912	1770308063.0	2019-11-26 19:13:40.869
637291459451392	171415777.0	2019-11-25 12:46:25.238
639783550230016	1785805339.0	2019-11-27 07:01:50.239
643437478051840	1870193919.0	2019-11-29 20:58:28.910
637871691357696	1892538427.0	2019-11-25 22:36:43.780
637232053147648	153220554.0	2019-11-25 11:45:59.996
637191902582784	1998871722.0	2019-11-25 11:06:54.344
642802932089856	115499485.0	2019-11-29 10:13:04.346
642008874451968	2028890764.0	2019-11-28 20:46:16.820
642109521805824	1448121214.0	2019-11-28 22:27:36.415
641089866745344	846507601.0	2019-11-28 05:10:24.626
643059064308736	296634670.0	2019-11-29 14:33:44.924
641863666549760	1032273061.0	2019-11-28 18:17:33.223
642819255682560	55043640.0	2019-11-29 10:29:45.306
643278636549120	1701176690.0	2019-11-29 18:16:54.813
639034690117120	553972244.0	2019-11-26 18:19:47.287
640072115503104	2023250627.0	2019-11-27 11:55:12.878
640273559339008	1951499406.0	2019-11-27 15:20:09.498
640202813211136	555573230.0	2019-11-27 14:08:29.705
639889928936960	296803148.0	2019-11-27 08:49:43.446
639867109332992	52732862.0	2019-11-27 08:26:50.655
637473721128960	1957931655.0	2019-11-25 15:51:49.597
640379238041088	173444104.0	2019-11-27 17:07:30.826
638759179540992	1613306226.0	2019-11-26 13:39:31.785
638165002328576	1823810139.0	2019-11-26 03:35:11.385
637310472297472	1717048293.0	2019-11-25 13:05:51.453
639185997715968	581913913.0	2019-11-26 20:53:43.062
637551363627008	1824418223.0	2019-11-25 17:10:52.174
637464867002368	1919843465.0	2019-11-25 15:42:56.952
642102406448128	278251507.0	2019-11-28 22:20:34.697
641295727707136	1367227034.0	2019-11-28 08:39:47.878
642514536514560	2030277105.0	2019-11-29 05:19:43.701
638320912603648	2029247744.0	2019-11-26 06:13:40.061
638641627291136	1354044520.0	2019-11-26 11:40:00.840
639351278606848	477869751.0	2019-11-26 23:41:58.489
641736397882880	2031008387.0	2019-11-28 16:08:06.798
637317241576448	1466070685.0	2019-11-25 13:12:42.600
641009283940864	101641416.0	2019-11-28 03:48:28.746
643196264382464	91436202.0	2019-11-29 16:53:06.278
641809765746176	162365745.0	2019-11-28 17:22:41.768
643165501260288	392718548.0	2019-11-29 16:21:48.992
642139780056064	1074538190.0	2019-11-28 22:58:27.672
640095324227072	398199769.0	2019-11-27 12:18:55.075
643033454838272	1251489230.0	2019-11-29 14:07:31.847
638572349758464	1757662992.0	2019-11-26 10:29:26.801
641860093969408	482673907.0	2019-11-28 18:13:54.677
637271804287488	8204217.0	2019-11-25 12:26:24.724
637179386715648	684011862.0	2019-11-25 10:52:27.777
637821333329920	1767341963.0	2019-11-25 21:45:28.848
641656232773120	1692918865.0	2019-11-28 14:46:31.468
640419764224000	130842500.0	2019-11-27 17:48:41.959
640594579177984	38129383.0	2019-11-27 20:46:31.015
643177882206208	758863241.0	2019-11-29 16:35:02.670
638468284865536	1257917957.0	2019-11-26 08:43:35.166
637873568619520	31090996.0	2019-11-25 22:38:35.993
643558274711552	381886115.0	2019-11-29 23:01:20.375
639300968618496	1387308684.0	2019-11-26 22:50:36.570
640343258203648	1995911045.0	2019-11-27 16:30:55.203
641195744052224	38189003.0	2019-11-28 06:58:04.809
638971099928576	31879879.0	2019-11-26 17:15:07.054
636994334971904	157304137.0	2019-11-25 07:44:10.196
639112465619456	1825601165.0	2019-11-26 19:38:51.416
639139565312512	222022902.0	2019-11-26 20:06:29.963
643286334800896	1506879844.0	2019-11-29 18:24:46.140
640133290460672	518012998.0	2019-11-27 12:57:37.064
643082833560576	78767728.0	2019-11-29 14:57:45.617
637315292665856	847131834.0	2019-11-25 13:11:34.014
640661027996672	386483817.0	2019-11-27 21:54:08.624
642620858597888	1674097624.0	2019-11-29 07:07:46.451
642167379657216	263895972.0	2019-11-28 23:26:31.917
642829427131904	33930452.0	2019-11-29 10:39:59.265
641849414893568	174913863.0	2019-11-28 18:03:03.358
638786280725504	1151201496.0	2019-11-26 14:07:47.486
638951685773312	2031139262.0	2019-11-26 16:55:18.275
638088951733248	1129455394.0	2019-11-26 02:17:43.476
636958737357824	673826349.0	2019-11-25 07:07:58.512
641707871519744	442326455.0	2019-11-28 15:39:02.706
641457765811200	872118565.0	2019-11-28 11:24:36.875
637397831654400	48285764.0	2019-11-25 14:34:52.909
638200228960768	119900952.0	2019-11-26 04:10:51.333
641071127348736	604774584.0	2019-11-28 04:51:22.587
640041198714880	2033648446.0	2019-11-27 11:23:41.932
637898707065856	862037604.0	2019-11-25 23:04:08.534
638626339266048	313299906.0	2019-11-26 11:24:20.322
641486406010368	377143059.0	2019-11-28 11:53:48.147
640269825181184	885775579.0	2019-11-27 15:16:20.794
637814740654080	1894957143.0	2019-11-25 21:38:48.674
638562333792768	386931257.0	2019-11-26 10:19:13.336
643413914666496	1655355666.0	2019-11-29 20:34:32.513
638942125186560	187889057.0	2019-11-26 16:45:34.080
640006608716288	823808522.0	2019-11-27 10:48:31.344
638546617128960	60382711.0	2019-11-26 10:03:16.607
641469984654848	710814132.0	2019-11-28 11:37:03.789
638305213816320	1225431399.0	2019-11-26 05:57:47.682
637311104670208	800314375.0	2019-11-25 13:06:59.086
639796014226944	507403778.0	2019-11-27 07:14:15.748
639022633131008	121294357.0	2019-11-26 18:07:27.036
638854787193856	1259155754.0	2019-11-26 15:16:46.012
642639117565952	232642669.0	2019-11-29 07:26:23.977
638844346423296	583493247.0	2019-11-26 15:06:06.166
639179119992320	380889308.0	2019-11-26 20:46:39.557
637015158626816	602849677.0	2019-11-25 08:05:19.742
643511196303360	778575994.0	2019-11-29 22:13:31.283
642794353296384	1320830778.0	2019-11-29 10:04:15.803
641447115523584	113820470.0	2019-11-28 11:13:46.204
641833275326976	29427509.0	2019-11-28 17:46:40.216
637069734943232	190280595.0	2019-11-25 09:01:08.436
637755983928320	310707903.0	2019-11-25 20:38:58.755
640987166262784	2018978234.0	2019-11-28 03:25:56.794
639916817145344	536075186.0	2019-11-27 09:17:09.822
640231815054336	1562172623.0	2019-11-27 14:37:33.990
636949649923584	564988211.0	2019-11-25 06:58:42.506
641821798400000	1944562346.0	2019-11-28 17:34:57.589
638886088056320	1432722339.0	2019-11-26 15:48:35.659
638762572093440	1766272910.0	2019-11-26 13:43:03.366
639258920949760	126795023.0	2019-11-26 22:07:58.666
639055325960704	1895275670.0	2019-11-26 18:40:49.151
643363995763712	28979597.0	2019-11-29 19:43:47.745
637401081206784	1844459357.0	2019-11-25 14:37:57.768
640531191318016	2019797135.0	2019-11-27 19:42:01.500
638975637346816	2019062586.0	2019-11-26 17:20:04.444
643011497427456	1812080084.0	2019-11-29 13:45:15.736
637370842913280	2028299299.0	2019-11-25 14:07:12.333
636573611186688	349869830.0	2019-11-25 00:36:10.962
637941958630400	126494789.0	2019-11-25 23:48:23.492
639293018578432	607868979.0	2019-11-26 22:42:37.439
639073496555008	714196052.0	2019-11-26 18:59:14.980
638005606325248	600348138.0	2019-11-26 00:52:56.076
640225229963264	90703568.0	2019-11-27 14:30:48.294
641557620491264	1374782309.0	2019-11-28 13:06:12.930
638970981489152	21507857.0	2019-11-26 17:15:02.323
638440465389568	983138672.0	2019-11-26 08:15:15.943
638819006044160	926662350.0	2019-11-26 14:40:41.798
641364372423168	94521279.0	2019-11-28 09:49:50.909
638795090680320	294658833.0	2019-11-26 14:16:00.803
640531536576512	1995204410.0	2019-11-27 19:42:23.714
638967111818752	31879879.0	2019-11-26 17:10:59.975
639236373223424	1518122605.0	2019-11-26 21:45:35.735
640198366593536	199322841.0	2019-11-27 14:03:40.306
641389981041152	48800785.0	2019-11-28 10:15:38.789
639794071788032	156308158.0	2019-11-27 07:12:12.143
638642733276160	147601112.0	2019-11-26 11:41:06.080
643456514524160	2040982019.0	2019-11-29 21:17:59.712
636605502905344	607381234.0	2019-11-25 01:08:40.186
639100911015936	768866934.0	2019-11-26 19:27:06.760
641845970421248	947445697.0	2019-11-28 17:59:31.974
638540080830464	506125495.0	2019-11-26 09:56:35.162
643161550930944	853615398.0	2019-11-29 16:17:57.840
641272461983744	2037172086.0	2019-11-28 08:16:05.604
640130075918848	41971337.0	2019-11-27 12:54:06.499
641429193408512	1874883557.0	2019-11-28 10:55:38.012
642859887855104	1936990707.0	2019-11-29 11:11:00.553
640537702547456	166035712.0	2019-11-27 19:48:51.358
640175387804160	1240655146.0	2019-11-27 13:40:08.198
636632019376128	1217609643.0	2019-11-25 01:35:41.943
641698618606080	1246471197.0	2019-11-28 15:29:42.106
638028813736960	814913921.0	2019-11-26 01:18:01.527
643243261886464	29427509.0	2019-11-29 17:41:24.339
643472484745216	349220579.0	2019-11-29 21:34:08.102
642779429307904	1209243640.0	2019-11-29 09:49:08.328
637353165789184	501262205.0	2019-11-25 13:49:14.414
641790080844288	1944562346.0	2019-11-28 17:02:40.324
637557462276096	1572052839.0	2019-11-25 17:17:06.009
640157294396416	984218621.0	2019-11-27 13:21:41.664
638717922909696	1632379454.0	2019-11-26 12:57:35.225
641928342914560	191034057.0	2019-11-28 19:23:17.992
639820085451776	1211439138.0	2019-11-27 07:38:50.619
642116948967424	1665410563.0	2019-11-28 22:35:44.787
641797165859840	954677557.0	2019-11-28 17:09:57.282
637184858871808	61941787.0	2019-11-25 10:57:57.998
637358866274816	659858795.0	2019-11-25 13:55:03.171
642687757895168	1106307559.0	2019-11-29 08:15:52.762
639024456538624	1894970406.0	2019-11-26 18:09:20.706
640421818106880	970021986.0	2019-11-27 17:50:51.163
643432044774400	978295986.0	2019-11-29 20:53:02.049
638663024335360	835347234.0	2019-11-26 12:01:42.528
640134887883776	742949429.0	2019-11-27 12:58:53.893
638842627594752	162365745.0	2019-11-26 15:04:32.891
638970412293120	141619111.0	2019-11-26 17:14:23.767
641438081171968	1227417858.0	2019-11-28 11:04:38.724
637731269089792	221694866.0	2019-11-25 20:14:04.334
643551212258816	418120713.0	2019-11-29 22:54:16.900
641799790313984	1063807341.0	2019-11-28 17:12:33.397
642052715398656	1822011742.0	2019-11-28 21:29:53.590
639019302623744	29427509.0	2019-11-26 18:04:09.609
641826635842560	52948074.0	2019-11-28 17:39:52.266
640111988786176	1151062663.0	2019-11-27 12:35:42.063
640063488853504	103817196.0	2019-11-27 11:46:19.293
641609477440000	2037989526.0	2019-11-28 13:58:58.354
640079860728832	565412474.0	2019-11-27 12:02:55.600
637468352880128	1441229134.0	2019-11-25 15:46:23.135
636900584577024	362768968.0	2019-11-25 06:08:49.599
643226326597632	314837962.0	2019-11-29 17:24:06.035
640055355328000	2034472542.0	2019-11-27 11:38:05.465
640386033074176	1907075460.0	2019-11-27 17:14:26.052
637205932201984	507403778.0	2019-11-25 11:19:27.067
640043398955008	1809104319.0	2019-11-27 11:25:56.175
641850915734528	25494804.0	2019-11-28 18:04:48.360
639967827581440	1816032233.0	2019-11-27 10:09:00.826
642757529944576	146939859.0	2019-11-29 09:26:47.123
641718148072960	195032376.0	2019-11-28 15:49:28.831
640700540061184	1165116203.0	2019-11-27 22:34:22.621
642621624713728	54062099.0	2019-11-29 07:08:36.560
642196756251648	153741210.0	2019-11-28 23:56:21.000
637213003569664	2028037444.0	2019-11-25 11:26:39.050
638220528965632	2019797135.0	2019-11-26 04:31:29.759
637550189877248	1427206781.0	2019-11-25 17:09:41.743
636922708875264	655986008.0	2019-11-25 06:31:22.157
637375805103616	1954716318.0	2019-11-25 14:12:24.592
640067188539392	194911797.0	2019-11-27 11:50:10.459
641865280946688	217826681.0	2019-11-28 18:19:17.413
641474687566336	42546809.0	2019-11-28 11:41:50.124
639527859478016	1937193365.0	2019-11-27 02:41:24.679
641424066052096	243722202.0	2019-11-28 10:50:19.304
639926016759808	291952132.0	2019-11-27 09:26:34.928
640106521395200	207716729.0	2019-11-27 12:30:10.855
638814324120064	1384741632.0	2019-11-26 14:35:38.821
641498586252288	375035330.0	2019-11-28 12:06:11.164
639919272892928	1782039837.0	2019-11-27 09:19:35.079
643151769830912	2007389088.0	2019-11-29 16:07:51.677
639332360773120	741097957.0	2019-11-26 23:22:49.833
642658382004736	1436945414.0	2019-11-29 07:45:57.786
637734937451008	1388813178.0	2019-11-25 20:17:34.201
643523585689088	90917689.0	2019-11-29 22:26:04.185
639092731698176	17760103.0	2019-11-26 19:18:50.521
641780689011200	91179520.0	2019-11-28 16:53:05.268
643487193792512	1398697021.0	2019-11-29 21:49:03.771
639273824426496	942796419.0	2019-11-26 22:23:03.895
642885598839296	1468269143.0	2019-11-29 11:37:04.459
637431166966272	1799764309.0	2019-11-25 15:08:32.690
637095712708608	846299189.0	2019-11-25 09:29:00.254
638042058512384	136463234.0	2019-11-26 01:29:57.982
642992533028864	6410206.0	2019-11-29 13:25:52.714
640905732718592	2019797135.0	2019-11-28 02:03:01.599
639060965530112	2031520758.0	2019-11-26 18:46:33.370
642631558251520	110135024.0	2019-11-29 07:18:39.000
637214850275328	62139169.0	2019-11-25 11:28:45.068
641260838044160	1523567776.0	2019-11-28 08:04:18.032
641677530678272	42742582.0	2019-11-28 15:08:17.262
642130815157248	1546459911.0	2019-11-28 22:49:43.231
643459680305664	159863913.0	2019-11-29 21:21:04.996
641463886202368	345725045.0	2019-11-28 11:30:59.363
637435675203584	1760440725.0	2019-11-25 15:13:10.928
638847966205952	567110032.0	2019-11-26 15:10:53.938
641494134604288	1730938895.0	2019-11-28 12:01:42.978
637619380247040	2027735858.0	2019-11-25 18:20:24.879
641481362982400	1990055175.0	2019-11-28 11:48:40.066
643482586726912	1990770701.0	2019-11-29 21:44:25.051
637592378711552	1874883557.0	2019-11-25 17:52:37.167
640107653563904	1820090559.0	2019-11-27 12:31:12.149
639793750153216	64594611.0	2019-11-27 07:11:52.651
637005276649984	1612948179.0	2019-11-25 07:55:21.232
637399330035712	1619390186.0	2019-11-25 14:36:17.251
637211397070336	1969692390.0	2019-11-25 11:24:59.036
638651510987776	868530526.0	2019-11-26 11:50:08.895
641539496034304	2037815254.0	2019-11-28 12:47:53.148
640660748321792	730936322.0	2019-11-27 21:53:54.498
643069440067072	832103734.0	2019-11-29 14:44:07.539
641866618404864	288732068.0	2019-11-28 18:20:54.956
641875333071360	676880078.0	2019-11-28 18:29:26.803
641333948515328	817336978.0	2019-11-28 09:18:40.841
639229347879424	1549803773.0	2019-11-26 21:37:44.680
642521488818176	329327926.0	2019-11-29 05:26:42.892
643569917953024	543092183.0	2019-11-29 23:13:17.206
639773375405056	139757170.0	2019-11-27 06:51:10.719
643468469896704	491287059.0	2019-11-29 21:30:04.133
642318327480320	1729063464.0	2019-11-29 02:00:04.531
638553911990784	146103268.0	2019-11-26 10:10:38.433
637325886003200	66412432.0	2019-11-25 13:21:25.026
640126825367040	1992036227.0	2019-11-27 12:50:49.322
638674291628544	571577579.0	2019-11-26 12:13:13.036
636607304031744	2016631100.0	2019-11-25 01:10:29.074
637323333409280	378003475.0	2019-11-25 13:18:50.183
640683848713728	1815902030.0	2019-11-27 22:17:19.944
640001718753280	190280595.0	2019-11-27 10:44:07.926
637287851989504	56970090.0	2019-11-25 12:42:44.710
637002062863360	873761090.0	2019-11-25 07:52:02.255
